seed=1337 total_events=107 distinct_days=7
days_with_event=[6, 7, 8, 9, 10, 11, 12]
--- 原始清單(tick/day/dt_s) ---
  tick=8400 day=6 dt=2.139s
  tick=8940 day=7 dt=2.582s
  tick=9000 day=7 dt=2.116s
  tick=9660 day=7 dt=2.024s
  tick=10140 day=8 dt=2.794s
  tick=10260 day=8 dt=2.162s
  tick=10320 day=8 dt=2.005s
  tick=10440 day=8 dt=2.085s
  tick=10500 day=8 dt=2.104s
  tick=10620 day=8 dt=2.067s
  tick=10860 day=8 dt=2.439s
  tick=11040 day=8 dt=2.459s
  tick=11100 day=8 dt=2.729s
  tick=11160 day=8 dt=2.422s
  tick=11220 day=8 dt=2.536s
  tick=11280 day=8 dt=2.071s
  tick=11340 day=8 dt=2.143s
  tick=11520 day=8 dt=2.531s
  tick=11580 day=9 dt=2.897s
  tick=11640 day=9 dt=2.639s
  tick=11700 day=9 dt=2.542s
  tick=11760 day=9 dt=2.129s
  tick=11820 day=9 dt=2.321s
  tick=11880 day=9 dt=2.256s
  tick=11940 day=9 dt=3.179s
  tick=12000 day=9 dt=2.312s
  tick=12060 day=9 dt=3.970s
  tick=12120 day=9 dt=2.461s
  tick=12180 day=9 dt=3.421s
  tick=12240 day=9 dt=2.933s
  tick=12300 day=9 dt=2.998s
  tick=12360 day=9 dt=2.047s
  tick=12420 day=9 dt=3.585s
  tick=12480 day=9 dt=2.514s
  tick=12540 day=9 dt=2.959s
  tick=12600 day=9 dt=2.232s
  tick=12660 day=9 dt=2.114s
  tick=12780 day=9 dt=2.282s
  tick=12900 day=9 dt=2.187s
  tick=12960 day=9 dt=2.274s
  tick=13020 day=10 dt=2.748s
  tick=13080 day=10 dt=2.632s
  tick=13140 day=10 dt=2.457s
  tick=13260 day=10 dt=2.260s
  tick=13320 day=10 dt=2.030s
  tick=13380 day=10 dt=2.835s
  tick=13440 day=10 dt=2.445s
  tick=13500 day=10 dt=2.503s
  tick=13560 day=10 dt=2.599s
  tick=13620 day=10 dt=2.387s
  tick=13680 day=10 dt=2.436s
  tick=13740 day=10 dt=2.295s
  tick=13800 day=10 dt=3.044s
  tick=13920 day=10 dt=2.733s
  tick=13980 day=10 dt=2.288s
  tick=14100 day=10 dt=2.139s
  tick=14160 day=10 dt=2.224s
  tick=14220 day=10 dt=2.295s
  tick=14280 day=10 dt=2.057s
  tick=14340 day=10 dt=2.030s
  tick=14400 day=10 dt=2.212s
  tick=14460 day=11 dt=2.894s
  tick=14520 day=11 dt=2.499s
  tick=14580 day=11 dt=2.082s
  tick=14640 day=11 dt=2.234s
  tick=14700 day=11 dt=2.338s
  tick=14760 day=11 dt=2.079s
  tick=14820 day=11 dt=2.748s
  tick=14880 day=11 dt=2.424s
  tick=14940 day=11 dt=2.544s
  tick=15000 day=11 dt=2.335s
  tick=15060 day=11 dt=2.162s
  tick=15120 day=11 dt=3.165s
  tick=15180 day=11 dt=2.464s
  tick=15240 day=11 dt=2.458s
  tick=15360 day=11 dt=2.039s
  tick=15420 day=11 dt=2.589s
  tick=15480 day=11 dt=2.883s
  tick=15540 day=11 dt=2.269s
  tick=15600 day=11 dt=2.126s
  tick=15660 day=11 dt=2.606s
  tick=15780 day=11 dt=2.360s
  tick=15840 day=11 dt=2.915s
  tick=15900 day=12 dt=2.855s
  tick=15960 day=12 dt=2.443s
  tick=16020 day=12 dt=2.243s
  tick=16080 day=12 dt=2.262s
  tick=16140 day=12 dt=2.825s
  tick=16200 day=12 dt=2.701s
  tick=16260 day=12 dt=2.579s
  tick=16320 day=12 dt=3.229s
  tick=16380 day=12 dt=2.921s
  tick=16440 day=12 dt=3.151s
  tick=16500 day=12 dt=2.379s
  tick=16560 day=12 dt=2.673s
  tick=16620 day=12 dt=2.363s
  tick=16680 day=12 dt=2.890s
  tick=16740 day=12 dt=2.406s
  tick=16800 day=12 dt=2.684s
  tick=16860 day=12 dt=2.399s
  tick=16920 day=12 dt=2.768s
  tick=16980 day=12 dt=2.802s
  tick=17040 day=12 dt=2.161s
  tick=17100 day=12 dt=2.515s
  tick=17160 day=12 dt=2.419s
  tick=17220 day=12 dt=2.516s
  tick=17280 day=12 dt=3.523s
